	document_idx	title	sentence	sentence_type
110	78	Protective Capacity of Resveratrol, a Natural Polyphenolic Compound, against Deoxynivalenol-Induced Intestinal Barrier Dysfunction and Bacterial Translocation.	Further mechanistic studies demonstrated that RES protects against DON-induced barrier dysfunction by promoting the assembly of claudin-4 in the tight junction complex.	supporting_sent
111	78	Protective Capacity of Resveratrol, a Natural Polyphenolic Compound, against Deoxynivalenol-Induced Intestinal Barrier Dysfunction and Bacterial Translocation.	This is probably mediated through modulation of IL-6 and IL-8 secretion via mitogen-activated protein kinase-dependent pathways.	key_sent
112	79	Inhibition of markers of bone resorption by consumption of vitamin D and calcium-fortified soft plain cheese by institutionalised elderly women.	The objective of the present study was to explore in elderly women whether a vitamin D and Ca-fortified dairy product providing about 17-25 % of the recommended intakes in vitamin D, Ca and proteins would reduce secondary hyperparathyroidism and bone remodelling in a way that may attenuate age-related bone loss in the long term.	supporting_sent
113	79	Inhibition of markers of bone resorption by consumption of vitamin D and calcium-fortified soft plain cheese by institutionalised elderly women.	Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).	key_sent
114	80	Evaluation of the transporter-mediated herb-drug interaction potential of DA-9801, a standardized dioscorea extract for diabetic neuropathy, in human in vitro and rat in vivo.	DA-9801, comprising a mixed extract of Dioscoreae rhizoma and Dioscorea nipponica Makino, is a new standardized extract currently being evaluated for diabetic peripheral neuropathy in a phase II clinical study.The inhibitory effects of DA-9801 on the transport functions of organic cation transporter (OCT)1, OCT2, organic anion transporter (OAT)1, OAT3, organic anion transporting polypeptide (OATP)1B1, OATP1B3, P-glycoprotein (P-gp), and breast cancer resistance protein (BCRP) were investigated in HEK293 or LLC-PK1 cells.	none_sent
115	80	Evaluation of the transporter-mediated herb-drug interaction potential of DA-9801, a standardized dioscorea extract for diabetic neuropathy, in human in vitro and rat in vivo.	The effects of DA-9801 on the pharmacokinetics of relevant substrate drugs of these transporters were also examined in vivo in rats.DA-9801 inhibited the in vitro transport activities of OCT1, OCT2, OAT3, and OATP1B1, with IC50 values of 106, 174, 48.1, and 273 μg/mL, respectively, while the other transporters were not inhibited by 300 μg/mL DA-9801.	key_sent
116	80	Evaluation of the transporter-mediated herb-drug interaction potential of DA-9801, a standardized dioscorea extract for diabetic neuropathy, in human in vitro and rat in vivo.	Pre-dose of DA-9801 5 min or 2 h prior to cimetidine administration decreased the Cmax of cimetidine in rats.	key_sent
117	80	Evaluation of the transporter-mediated herb-drug interaction potential of DA-9801, a standardized dioscorea extract for diabetic neuropathy, in human in vitro and rat in vivo.	However, DA-9801 did not affect the elimination parameters such as half-life, clearance, or amount excreted in the urine, suggesting that it did not inhibit elimination process of cimetidine, which is governed by OCT1, OCT2, and OAT3.	key_sent
118	81	Melatonin treatment of pre-veraison grape berries to increase size and synchronicity of berries and modify wine aroma components.	 A comprehensive investigation was carried out to determine the effect of exogenous melatonin treatment of pre-veraison grapes on grape berries and its wines.	none_sent
119	81	Melatonin treatment of pre-veraison grape berries to increase size and synchronicity of berries and modify wine aroma components.	The wine from melatonin-treated pre-veraison grape berries had stronger fruity, spicy, and sweet sensory properties, compared to the wines made from untreated berries.	none_sent
120	83	Identification of upstream signals regulating interleukin-6 gene expression during in vitro treatment of human B cells with pokeweed mitogen.	Raf-1 acts upstream to mitogen-activated protein (MAP) kinase; therefore, studies were performed to assay for MAP kinase activation in these cells.	none_sent
121	85	The influence of Aronia melanocapra in experimental pancreatitis.	It was revealed the reduction of pancreas swelling and decreasing of lipid peroxidation and adenosine deaminase activity.	key_sent
122	85	The influence of Aronia melanocapra in experimental pancreatitis.	They lived in the animal quarters with a stable temperature and humidity being fed with standard fodder (Murigan) and water ad libi	none_sent
123	86	Momordica charantia leaf extract suppresses rat prostate cancer progression in vitro and in vivo.	Momordica charantia (bitter melon) is widely consumed as a vegetable and especially as a folk medicine in Asia.	none_sent
124	86	Momordica charantia leaf extract suppresses rat prostate cancer progression in vitro and in vivo.	The results of zymography showed that BMLE inhibited the secretion of MMP-2, MMP-9 and urokinase plasminogen activator (uPA) from PLS10.	key_sent
125	86	Momordica charantia leaf extract suppresses rat prostate cancer progression in vitro and in vivo.	Real-time RT-PCR revealed that BMLE not only significantly decreased gene expression of MMP-2 and MMP-9, but also markedly increased the mRNA level of TIMP-2, known to have inhibitory effects on the activity of MMP-2.	key_sent
126	86	Momordica charantia leaf extract suppresses rat prostate cancer progression in vitro and in vivo.	An EnzChek gelatinase/collagenase assay showed that collagenase type IV activity was partially inhibited by BMLE.	key_sent
127	87	Malva sylvestris extract protects upon lithium carbonate-induced kidney damages in male rat.	Lithium carbonate also induced oxidative damage as indicated by a significant raise in LPO level associated with a decrease in superoxide dismutase (SOD), catalase (CAT), and glutathione peroxidase (GPx) activities in the kidney.	key_sent
128	87	Malva sylvestris extract protects upon lithium carbonate-induced kidney damages in male rat.	However, pretreatment with Malva sylvestris extract restored the status of all parameters studied.	key_sent
129	89	Silicon-zinc-glycerol hydrogel, a potential immunotropic agent for topical application.	Using silicon and zinc glycerolates as biocompatible precursors we synthesized by the sol-gel method a new bioactive silicon-zinc-containing glycerohydrogel combining the positive pharmacological properties of the precursors.	none_sent
130	89	Silicon-zinc-glycerol hydrogel, a potential immunotropic agent for topical application.	In the present work the structural features of silicon-zinc-containing glycerohydrogel and its immunotropic properties were studied.	none_sent
131	90	Vitamin K-dependent carboxylation of osteocalcin affects the efficacy of teriparatide (PTH(1-34)) for skeletal repair.	Vitamin K is involved in bone mineralization as a coenzyme of γ-carboxylase for Gla proteins, and therefore vitamin K insufficiency caused by malnutrition or therapeutic intake of the vitamin K antagonist warfarin could affect the efficacy of PTH1-34 therapy for bone repair.	key_sent
132	90	Vitamin K-dependent carboxylation of osteocalcin affects the efficacy of teriparatide (PTH(1-34)) for skeletal repair.	Concurrent use of warfarin decreased the response to PTH1-34 therapy in terms of mechanical recovery, probably by impairing mineralization due to the lack of Gla-OC.	key_sent
133	90	Vitamin K-dependent carboxylation of osteocalcin affects the efficacy of teriparatide (PTH(1-34)) for skeletal repair.	Although the effects of combination therapy with PTH1-34 and vitamin K2 on bone repair did not significantly exceed those of PTH1-34 monotherapy in rats fed sufficient dietary vitamin K, postoperative Gla-OC levels were correlated with the mechanical properties of the osteotomized femur in PTH1-34-treated rats regardless of the use of warfarin or vitamin K2.	key_sent
134	92	Anti-excitotoxic effects of cannabidiol are partly mediated by enhancement of NCX2 and NCX3 expression in animal model of cerebral ischemia.	Cannabidiol (50, 100, and 200ng/rat; i.c.v.)	none_sent
135	92	Anti-excitotoxic effects of cannabidiol are partly mediated by enhancement of NCX2 and NCX3 expression in animal model of cerebral ischemia.	After 24h, neurological deficits score, infarct volume, brain edema, and blood-brain barrier (BBB) permeability in total of hemisphere, cortex, piriform cortex-amygdala, and striatum were assessed.	none_sent
136	92	Anti-excitotoxic effects of cannabidiol are partly mediated by enhancement of NCX2 and NCX3 expression in animal model of cerebral ischemia.	The expression of Na+/Ca2+ exchangers (NCXs) protein as an endogenous target in these regions was also studied.	none_sent
137	92	Anti-excitotoxic effects of cannabidiol are partly mediated by enhancement of NCX2 and NCX3 expression in animal model of cerebral ischemia.	Up-regulation of NCX2 and NCX3 in cannabidiol-received groups was also observed.	key_sent
138	93	Cytokines related to nutritional status in patients with untreated pulmonary tuberculosis in Indonesia.	Anaemia was associated with high concentrations of IL-6 and IL-1ra.	key_sent
139	93	Cytokines related to nutritional status in patients with untreated pulmonary tuberculosis in Indonesia.	Zinc deficiency was associated with high LPS-stimulated production of TNF-alpha and IL-1ra.	key_sent
